dbn,school_name,school_type,enrollment,rigorous_instruction,collab_teachers,support_environ,effective_school_leadership,strong_fam_community_ties,trust,english_language_learners,students_disabilities,self_contained,economic_need_index,temp_housing,hra_eligible,asian,black,hispanic,white,teachers_3_or_more_yrs_exp,student_attendance_rate,chronically_absent,teacher_attendance_rate
09X110,P.S. 110 Theodore Schoenfeld,Elementary,384,0.65,0.53,0.58,0.69,0.94,0.81,0.185,0.25,0.117,0.953,0.292,0.865,0.003,0.349,0.57,0.07,0.727,0.919,0.285,0.959
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,711,0.83,0.84,0.85,0.82,0.89,0.89,0.311,0.225,0.101,0.945,0.371,0.883,0.035,0.217,0.706,0.031,0.807,0.913,0.352,0.958
09X117,I.S. 117 Joseph H. Wade,Middle,488,0.78,0.8,0.66,0.85,0.99,0.88,0.363,0.25,0.135,0.956,0.4,0.869,0.01,0.182,0.791,0.012,0.894,0.914,0.269,0.946
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,513,0.67,0.62,0.64,0.64,0.88,0.73,0.302,0.189,0.094,0.945,0.205,0.879,0.008,0.23,0.745,0.016,0.792,0.906,0.373,0.953
09X128,Mott Hall III,Middle,353,0.85,0.9,0.74,0.91,0.9,0.92,0.054,0.173,0.04,0.886,0.159,0.773,0.008,0.326,0.646,0.011,0.583,0.937,0.183,0.95
09X132,P.S. 132 Garret A. Morgan,Elementary,352,0.77,0.8,0.63,0.8,0.86,0.8,0.148,0.276,0.119,0.958,0.293,0.906,0.003,0.455,0.526,0.009,0.636,0.885,0.478,0.993
09X163,P.S. 163 Arthur A. Schomburg,Elementary,454,0.64,0.68,0.61,0.72,0.92,0.83,0.381,0.278,0.167,0.959,0.26,0.905,0.009,0.361,0.612,0.011,0.659,0.934,0.233,0.964
09X199,P.S. 199X - The Shakespeare School,Elementary,664,0.86,0.92,0.84,0.93,0.94,0.93,0.294,0.227,0.113,0.936,0.343,0.887,0.02,0.264,0.666,0.023,0.815,0.915,0.342,0.968
09X204,P.S. 204 Morris Heights,Elementary,596,0.91,0.96,0.87,0.94,0.97,0.97,0.131,0.238,0.091,0.908,0.238,0.817,0.013,0.275,0.7,0.007,0.907,0.928,0.24,0.97
09X215,Kappa,Middle,329,0.71,0.82,0.73,0.82,0.88,0.89,0.106,0.261,0.088,0.933,0.261,0.866,0.03,0.477,0.456,0.03,0.613,0.916,0.295,0.97
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,1036,0.77,0.77,0.71,0.76,0.92,0.82,0.247,0.184,0.002,0.921,0.176,0.846,0.025,0.047,0.908,0.011,0.74,0.93,0.232,0.958
09X219,I.S. 219 New Venture School,Middle,344,0.82,0.83,0.69,0.92,0.93,0.93,0.244,0.352,0.148,0.957,0.294,0.895,0.006,0.39,0.59,0.009,0.684,0.887,0.362,0.964
09X229,I.S. 229 Roland Patterson,Middle,243,0.74,0.72,0.69,0.78,0.94,0.85,0.156,0.333,0.132,0.96,0.272,0.914,0.004,0.374,0.601,0,0.742,0.882,0.434,0.961
09X231,Eagle Academy for Young Men,Middle,236,0.71,0.56,0.63,0.63,0.91,0.78,0.03,0.314,0.047,0.828,0.157,0.708,0,0.542,0.441,0,0.657,0.93,0.18,0.952
09X232,I.S. 232,Middle,511,0.77,0.76,0.64,0.81,0.9,0.88,0.354,0.233,0.098,0.947,0.247,0.892,0,0.221,0.769,0.01,0.595,0.907,0.319,0.971
09X236,P.S. 236 Langston Hughes,Elementary,292,0.82,0.85,0.78,0.8,0.95,0.92,0.144,0.267,0.014,0.929,0.226,0.839,0.003,0.229,0.757,0.003,0.871,0.933,0.23,0.968
09X241,Urban Assembly School for Applied Math and Science,Middle,272,0.72,0.74,0.69,0.82,0.93,0.9,0.143,0.268,0.07,0.924,0.195,0.838,0.011,0.257,0.713,0.004,0.518,0.902,0.311,0.969
09X274,The New American Academy at Roberto Clemente State,Elementary,651,0.72,0.77,0.61,0.78,0.93,0.89,0.167,0.33,0.16,0.963,0.261,0.908,0,0.382,0.596,0.009,0.56,0.854,0.601,0.966
09X294,The Walton Avenue School,Elementary,502,0.89,0.88,0.85,0.93,0.95,0.9,0.231,0.229,0.102,0.962,0.347,0.89,0.004,0.149,0.809,0.02,0.756,0.926,0.253,0.965
09X303,I.S. X303 Leadership & Community Service,Middle,318,0.86,0.96,0.83,0.97,0.94,0.95,0.138,0.365,0.154,0.921,0.195,0.846,0.013,0.27,0.701,0.006,0.576,0.931,0.22,0.977
09X311,Lucero Elementary School,Elementary,417,0.9,0.9,0.91,0.92,0.96,0.96,0.448,0.221,0.053,0.948,0.365,0.863,0.002,0.077,0.911,0.005,0.471,0.917,0.333,0.951
09X313,I.S. 313 School of Leadership Development,Middle,302,0.74,0.67,0.7,0.7,0.91,0.82,0.368,0.258,0.142,0.959,0.245,0.914,0.003,0.265,0.712,0.007,0.686,0.916,0.287,0.965
09X323,Bronx Writing Academy,Middle,401,0.7,0.7,0.62,0.75,0.85,0.82,0.242,0.264,0.077,0.945,0.302,0.878,0.012,0.319,0.638,0.015,0.595,0.88,0.429,0.961
09X324,Bronx Early College Academy for Teaching & Learnin,Middle,238,0.83,0.86,0.7,0.88,0.91,0.91,0.113,0.239,0.067,0.93,0.218,0.853,0.008,0.294,0.681,0.017,0.583,0.937,0.158,0.966
09X327,Comprehensive Model School Project M.S. 327,Middle,302,0.85,0.85,0.77,0.91,0.87,0.92,0.109,0.219,0.113,0.91,0.199,0.831,0.003,0.179,0.808,0.003,0.769,0.925,0.233,0.964
09X328,New Millennium Business Academy Middle School,Middle,319,0.83,0.85,0.74,0.89,0.89,0.9,0.307,0.276,0.107,0.927,0.313,0.846,0.009,0.304,0.668,0.016,0.75,0.915,0.281,0.971
09X339,I.S. 339,Middle,477,0.79,0.85,0.7,0.89,0.91,0.88,0.289,0.273,0.136,0.955,0.283,0.904,0.017,0.291,0.681,0.006,0.815,0.918,0.269,0.975
09X350,New Directions Secondary School,Middle,81,0.66,0.67,0.62,0.77,0.81,0.81,0.272,0.309,0.062,0.976,0.346,0.951,0.012,0.284,0.63,0.012,0.577,0.632,0.838,0.964
09X361,The Highbridge Green School,Middle,378,0.82,0.82,0.79,0.84,0.89,0.85,0.22,0.259,0.082,0.949,0.188,0.897,0.003,0.206,0.767,0.016,0.55,0.938,0.181,0.974
09X413,Bronx High School for Medical Science,Middle,152,0.8,0.9,0.7,0.91,0.96,0.93,0.243,0.224,0.125,0.909,0.211,0.809,0.066,0.283,0.632,0.007,0.706,0.936,0.187,0.974
09X443,The Family School,Elementary,519,0.79,0.88,0.8,0.91,0.94,0.94,0.306,0.308,0.087,0.953,0.283,0.881,0.04,0.264,0.688,0.004,0.761,0.913,0.342,0.964
09X449,Grant Avenue Elementary School,Elementary,423,0.87,0.96,0.84,0.96,0.95,0.95,0.253,0.362,0.177,0.918,0.26,0.853,0.047,0.281,0.641,0.012,0.833,0.923,0.286,0.964
09X454,Science and Technology Academy: A Mott Hall School,Middle,450,0.93,0.98,0.88,0.98,0.93,0.96,0.169,0.204,0.071,0.876,0.204,0.778,0.033,0.273,0.682,0.004,0.622,0.92,0.261,0.974
09X457,Sheridan Academy for Young Leaders,Elementary,458,0.78,0.8,0.75,0.85,0.94,0.87,0.238,0.273,0.116,0.94,0.262,0.878,0.017,0.301,0.675,0.002,0.765,0.903,0.378,0.951
09X505,"Bronx School for Law, Government and Justice",Middle,274,0.75,0.69,0.64,0.79,0.82,0.82,0.153,0.234,0.073,0.866,0.142,0.741,0.015,0.215,0.752,0.004,0.7,0.956,0.091,0.962
09X555,Mount Eden Children's Academy,Elementary,375,0.91,0.94,0.91,0.96,0.97,0.96,0.24,0.179,0.083,0.881,0.163,0.763,0.003,0.171,0.803,0.008,0.731,0.945,0.166,0.964
09X568,Young Women's Leadership School of the Bronx,Middle,251,0.82,0.89,0.68,0.92,0.87,0.89,0.052,0.175,0.008,0.832,0.167,0.697,0.024,0.283,0.657,0.024,0.61,0.935,0.179,0.96
09X593,South Bronx International Middle School,Middle,45,0.73,0.82,0.72,0.95,0.96,0.92,0.889,0.178,0.067,0.936,0.4,0.822,0,0.156,0.844,0,0.8,0.95,0.185,0.978
09X594,M.S. 594,Middle,197,0.82,0.94,0.78,0.97,0.95,0.95,0.305,0.31,0.168,0.951,0.345,0.878,0.005,0.269,0.706,0.005,0.15,0.901,0.339,0.971
10X003,P.S. 3 Raul Julia Micro Society,K-8,295,0.79,0.85,0.69,0.86,0.92,0.86,0.163,0.231,0.075,0.91,0.264,0.793,0,0.285,0.712,0.003,0.815,0.917,0.315,0.956
10X007,Milton Fein School,Elementary,688,0.89,0.9,0.93,0.89,0.96,0.92,0.202,0.125,0.058,0.74,0.195,0.626,0.064,0.06,0.789,0.083,0.87,0.957,0.092,0.971
10X008,P.S. 008 Isaac Varian,Elementary,939,0.8,0.89,0.81,0.88,0.93,0.9,0.256,0.226,0.082,0.867,0.19,0.769,0.058,0.077,0.789,0.066,0.844,0.913,0.327,0.951
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,761,0.84,0.84,0.81,0.83,0.92,0.86,0.344,0.239,0.084,0.955,0.339,0.895,0.018,0.148,0.812,0.011,0.846,0.905,0.382,0.964
10X015,P.S. X015 Institute for Environmental Learning,K-8,475,0.79,0.82,0.69,0.82,0.93,0.87,0.114,0.206,0.032,0.863,0.179,0.758,0.015,0.114,0.861,0,0.906,0.935,0.2,0.952
10X020,"PS/MS 20 P.O.George J. Werdann, III",K-8,970,0.61,0.63,0.6,0.64,0.87,0.73,0.259,0.294,0.098,0.885,0.202,0.801,0.084,0.115,0.733,0.051,0.701,0.907,0.372,0.965
10X023,P.S. 023 The New Children's School,Elementary,391,0.91,0.97,0.88,0.94,0.94,0.95,0.23,0.286,0.153,0.964,0.35,0.89,0.008,0.33,0.642,0.008,0.974,0.899,0.358,0.959
10X024,P.S. 024 Spuyten Duyvil,Elementary,844,0.91,0.88,0.89,0.89,0.93,0.86,0.043,0.148,0.026,0.262,0.044,0.19,0.091,0.075,0.43,0.355,0.873,0.95,0.112,0.965
10X032,P.S. 032 Belmont,Elementary,722,0.84,0.92,0.84,0.89,0.94,0.95,0.186,0.249,0.096,0.952,0.278,0.896,0.01,0.184,0.771,0.024,0.676,0.905,0.403,0.958
10X033,P.S. 033 Timothy Dwight,Elementary,836,0.75,0.81,0.68,0.8,0.91,0.83,0.257,0.23,0.116,0.96,0.15,0.913,0.006,0.104,0.86,0.012,0.852,0.904,0.373,0.947
10X037,P.S. X037 - Multiple Intelligence School,K-8,630,0.86,0.94,0.72,0.96,0.96,0.95,0.154,0.289,0.119,0.873,0.278,0.816,0.019,0.213,0.737,0.019,0.822,0.897,0.406,0.97
10X045,Thomas C. Giordano Middle School 45,Middle,709,0.79,0.83,0.67,0.83,0.93,0.88,0.192,0.189,0.066,0.927,0.22,0.849,0.01,0.164,0.786,0.031,0.745,0.903,0.333,0.972
10X046,P.S. 046 Edgar Allan Poe,Elementary,853,0.82,0.77,0.74,0.74,0.94,0.87,0.399,0.25,0.117,0.941,0.319,0.862,0.015,0.135,0.823,0.018,0.901,0.908,0.361,0.953
10X051,P.S. 051 Bronx New School,Elementary,187,0.78,0.9,0.86,0.87,0.95,0.94,0.043,0.182,0,0.853,0.139,0.749,0.021,0.332,0.626,0.016,0.6,0.925,0.279,0.979
10X054,P.S./I.S. 54,Elementary,425,0.85,0.85,0.82,0.88,0.97,0.91,0.172,0.228,0.096,0.932,0.273,0.854,0.024,0.231,0.72,0.016,0.667,0.936,0.214,0.974
10X056,P.S. 056 Norwood Heights,Elementary,669,0.98,0.98,0.99,0.99,0.95,0.98,0.154,0.271,0.099,0.909,0.268,0.81,0.211,0.085,0.625,0.055,0.878,0.926,0.254,0.963
10X059,P.S. 059 The Community School of Technology,Elementary,473,0.78,0.79,0.81,0.82,0.93,0.88,0.195,0.319,0.154,0.969,0.326,0.92,0.008,0.319,0.651,0.013,0.86,0.897,0.374,0.961
10X077,Bedford Park Elementary School,Elementary,391,0.84,0.84,0.86,0.87,0.96,0.91,0.304,0.182,0.054,0.869,0.217,0.749,0.133,0.064,0.668,0.115,0.548,0.922,0.306,0.972
10X080,J.H.S. 080 The Mosholu Parkway,Middle,652,0.82,0.82,0.72,0.88,0.89,0.86,0.316,0.253,0.104,0.912,0.291,0.821,0.113,0.132,0.706,0.037,0.302,0.929,0.243,0.967
10X081,P.S. 081 Robert J. Christen,Elementary,746,0.93,0.97,0.95,0.95,0.97,0.97,0.08,0.189,0.06,0.406,0.064,0.316,0.07,0.092,0.528,0.273,0.736,0.934,0.21,0.97
10X085,P.S. 085 Great Expectations,Elementary,846,0.8,0.75,0.68,0.78,0.9,0.84,0.286,0.234,0.073,0.954,0.242,0.901,0.008,0.264,0.714,0.004,0.835,0.924,0.27,0.957
10X086,P.S. 086 Kingsbridge Heights,Elementary,1589,0.95,0.96,0.96,0.96,0.96,0.96,0.321,0.213,0.067,0.927,0.272,0.825,0.038,0.055,0.885,0.014,0.71,0.927,0.257,0.956
10X091,P.S. 091 Bronx,Elementary,646,0.71,0.67,0.64,0.66,0.91,0.72,0.404,0.24,0.118,0.942,0.379,0.864,0.037,0.147,0.78,0.019,0.767,0.913,0.349,0.97
10X094,P.S. 094 Kings College School,Elementary,1220,0.75,0.81,0.74,0.83,0.94,0.9,0.255,0.243,0.09,0.925,0.222,0.836,0.086,0.157,0.697,0.037,0.794,0.905,0.393,0.951
10X095,P.S. 095 Sheila Mencher,K-8,1230,0.77,0.75,0.69,0.77,0.93,0.83,0.162,0.216,0.074,0.869,0.251,0.769,0.059,0.164,0.715,0.042,0.724,0.91,0.326,0.962
10X118,J.H.S. 118 William W. Niles,Middle,1105,0.68,0.62,0.63,0.68,0.83,0.77,0.124,0.225,0.079,0.882,0.214,0.774,0.157,0.2,0.607,0.023,0.774,0.91,0.297,0.965
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Middle,785,0.77,0.8,0.64,0.8,0.88,0.83,0.064,0.178,0.059,0.457,0.113,0.371,0.071,0.089,0.538,0.28,0.85,0.947,0.137,0.967
10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,194,0.97,1,0.96,0.99,0.98,1,0.309,0.17,0.005,0.935,0.268,0.861,0,0.119,0.856,0.015,0.867,0.909,0.382,0.96
10X205,P.S. 205 Fiorello LaGuardia,Elementary,935,0.79,0.81,0.74,0.78,0.95,0.89,0.245,0.214,0.059,0.946,0.203,0.889,0.019,0.121,0.798,0.055,0.831,0.922,0.296,0.956
10X206,I.S. 206 Ann Mersereau,Middle,229,0.83,0.89,0.75,0.94,0.96,0.92,0.354,0.293,0.179,0.963,0.323,0.9,0.026,0.127,0.83,0.009,1,0.903,0.348,0.923
10X225,Theatre Arts Production Company School,Middle,192,0.73,0.73,0.63,0.79,0.89,0.86,0.078,0.198,0.047,0.886,0.219,0.786,0.026,0.219,0.729,0.021,0.66,0.929,0.228,0.97
10X226,P.S. 226,Elementary,414,0.72,0.68,0.65,0.74,0.92,0.81,0.285,0.205,0.051,0.944,0.278,0.855,0.005,0.222,0.766,0,0.486,0.937,0.191,0.974
10X228,Jonas Bronck Academy,Middle,270,0.91,0.93,0.8,0.97,0.94,0.92,0.07,0.185,0,0.837,0.093,0.744,0.067,0.144,0.759,0.019,0.714,0.981,0.022,0.991
10X243,West Bronx Academy for the Future,Middle,282,0.77,0.81,0.64,0.82,0.92,0.88,0.138,0.262,0.089,0.923,0.188,0.819,0.007,0.202,0.784,0,0.74,0.936,0.198,0.967
10X244,The New School for Leadership and Journalism,Middle,748,0.88,0.9,0.83,0.94,0.9,0.93,0.233,0.223,0.08,0.888,0.242,0.785,0.033,0.106,0.837,0.016,0.672,0.924,0.254,0.965
10X246,P.S. 246 Poe Center,Elementary,683,0.7,0.66,0.67,0.64,0.94,0.78,0.381,0.217,0.066,0.95,0.24,0.87,0.025,0.07,0.864,0.037,0.726,0.916,0.311,0.955
10X254,I.S. 254,Middle,493,0.77,0.79,0.68,0.82,0.91,0.88,0.373,0.274,0.11,0.93,0.245,0.854,0.024,0.158,0.807,0.006,0.579,0.917,0.296,0.968
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,1031,0.88,0.92,0.84,0.94,0.97,0.95,0.274,0.204,0.089,0.953,0.365,0.86,0.033,0.16,0.796,0.002,0.725,0.936,0.214,0.963
10X280,P.S./M.S. 280 Mosholu Parkway,K-8,816,0.84,0.9,0.72,0.88,0.93,0.89,0.17,0.304,0.083,0.889,0.214,0.803,0.096,0.076,0.771,0.051,0.788,0.917,0.302,0.958
10X291,P.S. 291,Elementary,601,0.9,0.95,0.88,0.96,0.97,0.98,0.286,0.181,0.075,0.933,0.253,0.862,0.007,0.075,0.915,0.003,0.913,0.908,0.341,0.935
10X306,P.S. 306,Elementary,651,0.82,0.83,0.72,0.81,0.94,0.9,0.163,0.212,0.057,0.939,0.258,0.874,0.014,0.252,0.727,0.006,0.906,0.921,0.289,0.969
10X307,Luisa Pineiro Fuentes School of Science and Discov,Elementary,342,0.8,0.86,0.73,0.85,0.95,0.91,0.421,0.213,0.056,0.891,0.281,0.792,0.056,0.053,0.874,0.018,0.667,0.948,0.131,0.974
10X308,Bronx Dance Academy School,Middle,271,0.7,0.86,0.68,0.86,0.9,0.87,0.063,0.225,0.037,0.892,0.21,0.779,0.015,0.192,0.782,0.011,0.81,0.926,0.255,0.971
10X310,P.S. 310 Marble Hill,Elementary,606,0.84,0.83,0.84,0.86,0.95,0.87,0.158,0.182,0.028,0.876,0.305,0.799,0.021,0.101,0.85,0.025,0.764,0.931,0.236,0.963
10X315,P.S. 315 Lab School,K-8,230,0.81,0.92,0.76,0.91,0.94,0.91,0.135,0.213,0.057,0.918,0.187,0.839,0.017,0.143,0.83,0.004,0.867,0.924,0.255,0.964
10X331,The Bronx School of Young Leaders,Middle,434,0.84,0.91,0.71,0.93,0.93,0.93,0.205,0.256,0.101,0.914,0.219,0.832,0.014,0.265,0.714,0.002,0.676,0.941,0.174,0.958
10X340,P.S. 340,Elementary,575,0.88,0.96,0.89,0.94,0.96,0.99,0.313,0.283,0.125,0.897,0.334,0.79,0.017,0.078,0.877,0.021,0.878,0.913,0.349,0.962
10X342,International School for Liberal Arts,Middle,147,0.85,0.84,0.81,0.89,0.91,0.88,0.776,0.102,0.007,0.926,0.388,0.762,0.007,0,0.993,0,0.773,0.952,0.077,0.975
10X344,Ampark Neighborhood,Elementary,343,0.89,0.95,0.89,0.93,0.97,0.96,0.041,0.245,0.058,0.478,0.114,0.344,0.038,0.128,0.627,0.166,0.654,0.94,0.145,0.966
10X360,P.S. 360,Elementary,384,0.92,0.93,0.93,0.85,0.93,0.91,0.203,0.232,0.102,0.885,0.224,0.818,0.023,0.109,0.833,0.029,0.675,0.912,0.373,0.964
10X363,Academy For Personal Leadership And Excellence,Middle,582,0.85,0.93,0.77,0.95,0.92,0.94,0.314,0.278,0.065,0.935,0.218,0.84,0.019,0.107,0.854,0.012,0.864,0.928,0.237,0.958
10X368,In-Tech Academy (M.S. / High School 368),Middle,480,0.81,0.78,0.69,0.8,0.87,0.84,0.213,0.2,0.079,0.828,0.235,0.717,0.031,0.071,0.863,0.025,0.886,0.929,0.21,0.962
10X382,"Elementary School for Math, Science, and Technolog",Elementary,278,0.87,0.91,0.85,0.93,0.93,0.94,0.291,0.187,0.014,0.97,0.342,0.91,0.007,0.223,0.763,0,0.944,0.919,0.266,0.966
10X386,School for Environmental Citizenship,Elementary,533,0.83,0.76,0.76,0.79,0.91,0.82,0.37,0.193,0.019,0.974,0.386,0.91,0.002,0.122,0.863,0.013,0.725,0.937,0.212,0.966
10X390,M.S. 390,Middle,539,0.84,0.87,0.72,0.92,0.96,0.89,0.278,0.263,0.095,0.933,0.351,0.833,0.011,0.128,0.855,0.004,0.5,0.951,0.131,0.963
10X391,The Angelo Patri Middle School,Middle,475,0.62,0.59,0.56,0.62,0.89,0.75,0.356,0.267,0.088,0.952,0.333,0.899,0.019,0.229,0.733,0.011,0.729,0.918,0.246,0.949
10X396,P.S. 396,Elementary,255,0.84,0.93,0.82,0.93,0.95,0.94,0.227,0.373,0.024,0.928,0.318,0.847,0.012,0.184,0.796,0.004,0.661,0.942,0.186,0.97
10X447,Creston Academy,Middle,459,0.85,0.88,0.77,0.92,0.92,0.92,0.298,0.192,0.013,0.952,0.292,0.854,0.017,0.111,0.852,0.011,0.59,0.939,0.2,0.972
10X459,East Fordham Academy for the Arts,Middle,296,0.62,0.56,0.68,0.65,0.86,0.87,0.291,0.28,0.108,0.948,0.297,0.865,0.024,0.182,0.757,0.017,0.64,0.897,0.323,0.96
11X016,P.S. 016 Wakefield,Elementary,307,0.84,0.88,0.84,0.88,0.94,0.91,0.117,0.257,0.088,0.817,0.215,0.752,0.055,0.459,0.381,0.029,0.964,0.892,0.428,0.97
11X019,P.S. 019 Judith K. Weiss,K-8,520,0.83,0.87,0.71,0.91,0.94,0.89,0.094,0.167,0,0.439,0.075,0.344,0.033,0.063,0.267,0.612,0.941,0.942,0.165,0.968
11X021,P.S. 021 Philip H. Sheridan,Elementary,647,0.71,0.79,0.69,0.8,0.88,0.85,0.107,0.223,0.121,0.884,0.304,0.819,0.032,0.618,0.3,0.015,0.878,0.904,0.354,0.952
11X041,P.S. 041 Gun Hill Road,Elementary,862,0.84,0.89,0.82,0.93,0.93,0.94,0.116,0.196,0.074,0.906,0.268,0.833,0.021,0.497,0.45,0.028,0.738,0.903,0.378,0.96
11X068,P.S. 068 Bronx,Elementary,625,0.7,0.7,0.73,0.76,0.94,0.83,0.016,0.266,0.093,0.719,0.125,0.659,0.014,0.757,0.198,0.011,0.795,0.917,0.292,0.957
11X076,P.S. 076 The Bennington School,Elementary,893,0.8,0.88,0.84,0.87,0.95,0.93,0.16,0.189,0.073,0.83,0.168,0.755,0.053,0.432,0.437,0.065,0.42,0.915,0.34,0.962
11X078,P.S. 078 Anne Hutchinson,Elementary,782,0.89,0.9,0.86,0.85,0.83,0.86,0.065,0.193,0.077,0.841,0.185,0.771,0.013,0.71,0.244,0.023,0.729,0.902,0.38,0.967
11X083,P.S. 083 Donald Hertz,K-8,1648,0.8,0.86,0.73,0.85,0.94,0.87,0.174,0.203,0.044,0.731,0.119,0.636,0.098,0.07,0.481,0.338,0.898,0.945,0.135,0.964
11X087,P.S. 087 Bronx,Elementary,588,0.84,0.87,0.79,0.88,0.94,0.94,0.044,0.213,0.07,0.719,0.151,0.655,0.049,0.69,0.184,0.02,0.875,0.923,0.271,0.957
11X089,P.S. 089 Bronx,K-8,1500,0.86,0.84,0.87,0.87,0.91,0.9,0.206,0.178,0.039,0.844,0.132,0.761,0.101,0.202,0.541,0.144,0.747,0.919,0.3,0.964
11X096,P.S. 096 Richard Rodgers,Elementary,897,0.8,0.92,0.84,0.9,0.94,0.94,0.08,0.216,0.055,0.839,0.156,0.757,0.039,0.194,0.645,0.108,0.792,0.911,0.328,0.957
11X097,P.S. 097 Bronx,Elementary,589,0.77,0.76,0.79,0.75,0.94,0.83,0.083,0.222,0.087,0.661,0.078,0.594,0.165,0.297,0.379,0.143,0.878,0.932,0.232,0.949
11X103,P.S. 103 Hector Fontanez,Elementary,1019,0.8,0.86,0.76,0.87,0.93,0.91,0.18,0.255,0.08,0.884,0.17,0.82,0.026,0.465,0.444,0.032,0.843,0.892,0.408,0.969
11X105,P.S. 105 Sen Abraham Bernstein,Elementary,975,0.77,0.87,0.81,0.86,0.91,0.87,0.279,0.21,0.024,0.874,0.169,0.793,0.096,0.107,0.629,0.15,0.962,0.915,0.308,0.948
11X106,P.S. 106 Parkchester,Elementary,1053,0.87,0.89,0.86,0.9,0.93,0.93,0.175,0.229,0.076,0.792,0.162,0.733,0.36,0.246,0.338,0.035,0.893,0.925,0.25,0.953
11X108,P.S. 108 Philip J. Abinanti,Elementary,570,0.73,0.8,0.83,0.73,0.94,0.79,0.135,0.168,0.04,0.608,0.074,0.521,0.133,0.046,0.416,0.388,0.805,0.946,0.132,0.963
11X111,P.S. 111 Seton Falls,Elementary,603,0.68,0.64,0.65,0.62,0.89,0.74,0.06,0.295,0.114,0.87,0.242,0.806,0.013,0.6,0.357,0.017,0.815,0.898,0.422,0.966
11X112,P.S. 112 Bronxwood,Elementary,374,0.86,0.88,0.81,0.91,0.9,0.91,0.056,0.238,0.11,0.926,0.251,0.872,0,0.524,0.455,0.021,0.838,0.912,0.37,0.967
11X121,P.S. 121 Throop,Elementary,807,0.78,0.73,0.67,0.67,0.92,0.8,0.048,0.2,0.076,0.745,0.172,0.658,0.087,0.548,0.304,0.052,0.885,0.92,0.293,0.96
11X127,J.H.S. 127 The Castle Hill,Middle,850,0.78,0.8,0.7,0.84,0.82,0.88,0.132,0.195,0.042,0.776,0.2,0.688,0.322,0.22,0.406,0.026,0.623,0.935,0.211,0.957
11X144,J.H.S. 144 Michelangelo,Middle,485,0.88,0.96,0.81,0.97,0.91,0.94,0.107,0.252,0.109,0.792,0.202,0.722,0.064,0.588,0.305,0.039,0.825,0.9,0.364,0.959
11X153,P.S. 153 Helen Keller,Elementary,606,0.74,0.8,0.78,0.83,0.96,0.88,0.017,0.125,0.02,0.525,0.05,0.444,0.14,0.574,0.233,0.038,0.844,0.951,0.131,0.959
11X160,P.S. 160 Walt Disney,Elementary,334,0.6,0.62,0.67,0.64,0.91,0.74,0.045,0.29,0.117,0.531,0.105,0.464,0.021,0.602,0.323,0.015,0.605,0.942,0.164,0.969
11X169,Baychester Academy,Elementary,388,0.86,0.87,0.83,0.89,0.95,0.92,0.062,0.209,0.062,0.719,0.175,0.642,0.021,0.709,0.235,0.018,0.786,0.927,0.277,0.968
11X175,P.S. 175 City Island,K-8,312,0.85,0.93,0.74,0.88,0.96,0.92,0.035,0.202,0,0.468,0.064,0.391,0.045,0.09,0.394,0.442,0.708,0.95,0.064,0.983
11X178,P.S. 178 - Dr. Selman Waksman,Elementary,410,0.67,0.77,0.66,0.76,0.9,0.81,0.046,0.222,0.112,0.61,0.176,0.534,0.034,0.602,0.29,0.061,0.902,0.929,0.241,0.957
11X180,M.S. 180 Dr. Daniel Hale Williams,Middle,1016,0.74,0.72,0.63,0.78,0.95,0.78,0.032,0.204,0.083,0.567,0.078,0.468,0.031,0.67,0.242,0.03,0.779,0.945,0.141,0.961
11X181,I.S. 181 Pablo Casals,Middle,890,0.85,0.9,0.76,0.92,0.88,0.9,0.036,0.236,0.071,0.649,0.098,0.546,0.051,0.604,0.272,0.037,0.806,0.932,0.236,0.961
11X189,Cornerstone Academy for Social Action,Elementary,341,0.76,0.85,0.77,0.95,0.95,0.95,0.041,0.249,0.132,0.84,0.205,0.777,0.006,0.519,0.419,0.026,0.813,0.921,0.292,0.96
11X194,P.S./M.S. 194,K-8,1292,0.8,0.8,0.76,0.81,0.91,0.86,0.187,0.149,0.047,0.868,0.149,0.792,0.38,0.063,0.483,0.046,0.891,0.938,0.205,0.969
11X287,North Bronx School of Empowerment,Middle,563,0.67,0.61,0.55,0.69,0.85,0.77,0.135,0.266,0.105,0.884,0.258,0.812,0.039,0.572,0.352,0.02,0.667,0.89,0.391,0.952
11X326,Bronx Green Middle School,Middle,407,0.83,0.83,0.75,0.83,0.89,0.89,0.221,0.224,0.059,0.856,0.165,0.767,0.066,0.179,0.59,0.15,0.923,0.912,0.293,0.969
11X355,Bronx Alliance Middle School,Middle,300,0.74,0.77,0.65,0.88,0.9,0.86,0.063,0.243,0.1,0.852,0.22,0.79,0.027,0.62,0.347,0.003,0.643,0.918,0.255,0.953
11X357,Young Voices Academy of the Bronx,Elementary,389,0.89,0.95,0.95,0.93,0.95,0.94,0.213,0.152,0.008,0.806,0.208,0.684,0.126,0.082,0.638,0.147,0.871,0.934,0.227,0.987
